Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude 
ZGZ,Goods-producing industries,Nitrous oxide,2012.03,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.09,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2012.12,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.03,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.06,45,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.09,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2013.12,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.03,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.06,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.09,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2014.12,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.03,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.06,44,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.09,45,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2015.12,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.09,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2016.12,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.06,46,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.09,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2017.12,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.03,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.06,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2018.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.03,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.06,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.09,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2019.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.03,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.06,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.09,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2020.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.03,55,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.06,54,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.09,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2021.12,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.03,52,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.09,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2022.12,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.03,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.06,47,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.09,48,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2023.12,50,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2024.03,49,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2024.06,51,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.03,10555,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.06,7510,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.09,7950,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2010.12,9878,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.03,10629,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.06,7510,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.09,7959,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2011.12,9975,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.03,10869,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.06,7578,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.09,8050,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2012.12,10164,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.03,10826,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.06,7510,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.09,7992,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2013.12,10201,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.03,10924,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.06,7553,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.09,8059,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2014.12,10332,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.03,10769,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.06,7457,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.09,7954,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2015.12,10201,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.03,10603,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.06,7343,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.09,7837,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2016.12,10040,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.03,10555,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.06,7318,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.09,7808,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2017.12,10018,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.03,10640,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.06,7369,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.09,7853,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2018.12,10066,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.03,11136,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.06,7577,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.09,7499,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2019.12,9860,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.03,11071,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.06,7516,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.09,7516,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2020.12,9907,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.03,10740,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.06,7370,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.09,7695,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2021.12,9860,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.03,10642,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.06,6997,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.09,7480,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2022.12,10320,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.03,10427,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.06,6876,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.09,7333,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2023.12,10111,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.03,10254,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Methane,2024.06,6764,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.03,1061,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.06,928,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.09,941,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2010.12,1053,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.03,1131,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.06,954,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.09,999,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2011.12,1098,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.03,1134,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.06,975,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.09,998,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2012.12,1157,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.03,1084,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.06,935,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.09,979,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2013.12,1146,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.03,1182,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.06,912,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.09,955,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2014.12,1053,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.03,1013,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.06,964,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.09,1023,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2015.12,1102,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.03,1054,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.06,880,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.09,934,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2016.12,992,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.03,958,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.06,845,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.09,966,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2017.12,1064,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.03,1041,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.06,877,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.09,970,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2018.12,993,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.03,1098,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.06,942,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.09,994,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2019.12,1091,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.03,1072,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.06,798,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.09,933,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2020.12,1035,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.03,1004,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.06,861,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.09,859,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2021.12,990,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.03,1000,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.06,855,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.09,867,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2022.12,986,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.03,1007,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.06,857,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.09,870,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2023.12,1033,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.03,1065,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide,2024.06,855,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.03,13209,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.06,9933,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.09,10518,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2010.12,12520,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.03,13378,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.06,9985,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.09,10613,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2011.12,12688,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.03,13659,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.06,10099,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.09,10725,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2012.12,12958,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.03,13558,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.06,9985,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.09,10654,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2013.12,13012,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.03,13813,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.06,10072,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.09,10764,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2014.12,13105,Actual,Kilotonnes,Carbon dioxide equivalents
ZPZ,Primary industries,Carbon dioxide equivalents,2015.03,13488,Actual,Kilotonnes,Carbon dioxide equivalents
